"대전광역시",1538394,25886,11566,14320,19080,8933,10147,3313,2260,1053,3365,439,2926,5149,2475,2674,1758,788,970,5495,2971,2524,2245,274,1971,1605,85,1520,640,189,451,4561,2359,2202,28,12,16,4338,2236,2102,195,111,84,6116,1535445,26656,11817,14839,19687,9222,10465,3079,2160,919,3361,422,2939,5467,2633,2834,1644,763,881,6136,3244,2892,2538,317,2221,4431,2278,2153,1525849,28404,12647,15757,20534,9703,10831,2826,2006,820,3346,465,2881,6003,2955,3048,1805,839,966,6554,3438,3116,2760,340,2420,5110,2604,2506,1511214,758035,753179,31100,14053,17047,22858,10959,11899,2903,2046,857,3355,496,2859,6470,3310,3160,1821,835,986,8309,4272,4037,2877,357,2520,5365,2737,2628,1498839,751585,747254,34148,15458,18690,25147,12064,13083,2879,2057,822,3457,487,2970,7009,3592,3417,1798,828,970,10004,5100,4904,3059,374,2685,5942,3020,2922,1488435,744349,744086,32302,14010,18292,22928,10497,12431,2838,2062,776,3538,521,3017,5807,3079,2728,2033,933,1100,8712,3902,4810,3228,403,2825,6146,3110,3036,1479740,740481,739259,33078,14148,18930,23263,10474,12789,2624,1861,763,3472,525,2947,6866,3524,3342,2075,967,1108,8226,3597,4629,3420,424,2996,6395,3250,3145,1473662,737127,736535,36435,15816,20619,26283,12032,14251,2631,1889,742,3398,544,2854,9399,4738,4661,2076,953,1123,8779,3908,4871,3591,451,3140,6561,3333,3228
"울산광역시",1166615,36953,21954,14999,29860,19321,10539,13806,11189,2617,3042,420,2622,1004,648,356,4936,3156,1780,7072,3908,3164,2717,398,2319,1986,134,1852,731,264,467,4376,2235,2141,84,42,42,4120,2102,2018,172,91,81,6076,1166033,35929,20768,15161,28792,18160,10632,11690,9585,2105,3332,444,2888,1067,683,384,5150,3287,1863,7553,4161,3392,2885,429,2456,4252,2179,2073,1157077,34373,19260,15113,26601,16354,10247,9218,7756,1462,3346,480,2866,1171,720,451,5091,3134,1957,7775,4264,3511,2950,421,2529,4822,2485,2337,1150116,595795,554321,35249,19555,15694,27162,16532,10630,8818,7339,1479,3373,512,2861,1446,943,503,4948,3040,1908,8577,4698,3879,3038,422,2616,5049,2601,2448,1143692,591965,551727,37284,20671,16613,28604,17419,11185,8338,7085,1253,3503,545,2958,1704,1154,550,4830,2931,1899,10229,5704,4525,3145,419,2726,5535,2833,2702,1135423,585978,549445,35996,19235,16761,26895,15847,11048,6997,5970,1027,3461,548,2913,1662,1137,525,5282,3148,2134,9493,5044,4449,3382,461,2921,5719,2927,2792,1120753,578207,542546,34800,18302,16498,25388,14779,10609,6041,5204,837,3394,542,2852,1649,1093,556,5228,3166,2062,9076,4774,4302,3494,481,3013,5918,3042,2876,1110516,573080,537436,36061,19310,16751,26352,15694,10658,6402,5670,732,3338,555,2783,1489,970,519,5354,3250,2104,9769,5249,4520,3669,525,3144,6040,3091,2949
"세종특별자치시",204088,5570,3184,2386,4471,2755,1716,1923,1568,355,524,64,460,522,283,239,495,272,223,1007,568,439,370,52,318,261,16,245,109,36,73,729,377,352,9,7,*,686,351,335,34,19,15,919,242507,6084,3351,2733,4835,2883,1952,1876,1528,348,598,97,501,556,273,283,604,328,276,1201,657,544,455,57,398,794,411,383,276589,6761,3683,3078,5290,3130,2160,1886,1543,343,691,122,569,606,307,299,770,413,357,1337,745,592,534,69,465,937,484,453,312374,157289,155085,8187,4545,3642,6486,3887,2599,2013,1659,354,758,131,627,1023,609,414,821,448,373,1871,1040,831,593,79,514,1108,579,529,338136,170148,167988,9814,5618,4196,7829,4860,2969,2117,1755,362,824,144,680,1437,925,512,832,444,388,2619,1592,1027,666,92,574,1319,666,653,353933,177939,175994,9382,5215,4167,7244,4398,2846,2020,1697,323,878,166,712,1180,766,414,918,492,426,2248,1277,971,729,106,623,1409,711,698,366227,183616,182611,9335,5039,4296,6991,4156,2835,1908,1587,321,880,171,709,1279,802,477,983,518,465,1941,1078,863,803,108,695,1541,775,766,382589,192165,190424,9756,5139,4617,7197,4183,3014,1794,1481,313,884,174,710,1410,856,554,1028,548,480,2081,1124,957,882,114,768,1677,842,835
"경기도",12479061,549503,306877,242626,452632,269861,182771,213808,155854,57954,39769,8278,31491,9933,5200,4733,77605,39650,37955,111517,60879,50638,46558,11404,35154,27678,3831,23847,18880,7573,11307,50313,25612,24701,2366,1216,1150,45725,23267,22458,2222,1129,1093,84295,12671956,571384,319501,251883,472699,282365,190334,204280,153244,51036,46297,9712,36585,11879,6039,5840,88179,45126,43053,122064,68244,53820,49551,11967,37584,49134,25169,23965,12851601,603609,336239,267370,497089,295967,201122,189028,144869,44159,47161,10416,36745,14609,7516,7093,106827,53938,52889,139464,79228,60236,53368,12950,40418,53152,27322,25830,13103188,6635106,6468082,672791,376838,295953,558197,333260,224937,205140,156867,48273,50059,11404,38655,19101,9978,9123,118760,59679,59081,165137,95332,69805,57082,14040,43042,57512,29538,27974,13300900,6740448,6560452,720090,403280,316810,594795,355254,239541,199634,153878,45756,52697,12115,40582,21200,11021,10179,124647,62430,62217,196617,115810,80807,60403,14724,45679,64892,33302,31590,13511676,6828367,6683309,717900,390068,327832,583462,338649,244813,176517,137067,39450,52907,12366,40541,19501,10327,9174,145609,72871,72738,188928,106018,82910,65976,16401,49575,68462,35018,33444,13652529,6898723,6753806,714497,382426,332071,571204,327605,243599,151037,117437,33600,54467,12926,41541,22358,11435,10923,160110,83331,76779,183232,102476,80756,70768,17779,52989,72525,37042,35483,13717827,6938563,6779264,751507,404010,347497,600925,346570,254355,149618,118498,31120,55848,13923,41925,28077,13814,14263,174317,91736,82581,193065,108599,84466,75288,18964,56324,75294,38476,36818
"강원특별자치도",1518040,27253,13008,14245,18306,9640,8666,6255,5079,1176,3666,278,3388,2057,987,1070,1595,780,815,4733,2516,2217,2905,225,2680,2185,61,2124,720,164,556,6042,3143,2899,33,17,16,5717,2979,2738,292,147,145,7304,1521751,28469,13651,14818,19364,10339,9025,6533,5306,1227,3547,265,3282,2358,1198,1160,1584,766,818,5342,2804,2538,3221,252,2969,5884,3060,2824,1521386,31123,15007,16116,20996,11279,9717,6528,5315,1213,3538,301,3237,3288,1802,1486,1779,853,926,5863,3008,2855,3451,264,3187,6676,3464,3212,1520391,768604,751787,34682,16952,17730,24149,13077,11072,6553,5317,1236,3645,335,3310,4248,2532,1716,1818,885,933,7885,4008,3877,3567,282,3285,6966,3593,3373,1520127,767717,752410,38504,18844,19660,27008,14619,12389,6550,5334,1216,3873,371,3502,4406,2678,1728,1854,867,987,10325,5369,4956,3786,286,3500,7710,3939,3771,1521763,767674,754089,36659,17211,19448,24654,12843,11811,5830,4820,1010,3927,391,3536,3876,2444,1432,2123,979,1144,8898,4209,4689,4064,322,3742,7941,4046,3895,1521890,767067,754823,37230,17300,19930,24582,12713,11869,5398,4409,989,3868,394,3474,4131,2545,1586,2312,1051,1261,8873,4314,4559,4367,360,4007,8281,4227,4054,1528037,770518,757519,40989,19559,21430,27633,14766,12867,6089,4988,1101,3800,442,3358,5058,3008,2050,2443,1115,1328,10243,5213,5030,4777,410,4367,8579,4383,4196
"충청북도",1589347,52073,29564,22509,40758,25416,15342,19075,15472,3603,4900,559,4341,2304,1111,1193,5155,3194,1961,9324,5080,4244,4226,535,3691,3000,177,2823,1226,358,868,7089,3613,3476,100,49,51,6740,3438,3302,249,126,123,9347,1603404,56660,32446,24214,44901,28225,16676,19718,16154,3564,4841,548,4293,2951,1528,1423,6453,4016,2437,10938,5979,4959,4592,564,4028,7167,3657,3510,1611009,61246,34907,26339,48237,30178,18059,19087,15741,3346,5005,615,4390,3388,1836,1552,7846,4780,3066,12911,7206,5705,4877,588,4289,8132,4141,3991,1620935,826183,794752,68641,39331,29310,54835,34279,20556,20263,16677,3586,5279,700,4579,3919,2173,1746,8883,5363,3520,16491,9366,7125,5112,625,4487,8694,4427,4267,1629343,832543,796800,74880,42590,32290,59783,37021,22762,20077,16574,3503,5601,765,4836,4408,2504,1904,9342,5560,3782,20355,11618,8737,5382,604,4778,9715,4965,4750,1632088,833819,798269,73064,40533,32531,57094,34651,22443,18099,15048,3051,5670,785,4885,3822,2311,1511,10466,6063,4403,19037,10444,8593,5816,695,5121,10154,5187,4967,1624764,828073,796691,73529,39904,33625,56631,33711,22920,16392,13626,2766,5672,806,4866,3864,2256,1608,11637,6664,4973,19066,10359,8707,6212,748,5464,10686,5445,5241,1624993,830923,794070,79411,43962,35449,61617,37524,24093,18428,15556,2872,5570,841,4729,4568,2662,1906,12789,7232,5557,20262,11233,9029,6820,830,5990,10974,5608,5366
"충청남도",2107802,88189,50609,37580,71082,44171,26911,33720,26857,6863,7836,835,7001,4159,1973,2186,9429,5713,3716,15938,8793,7145,6199,850,5349,4323,293,4030,1876,557,1319,10908,5588,5320,171,90,81,10335,5279,5056,402,219,183,14722,2132566,95553,54736,40817,77533,48042,29491,34044,27348,6696,8020,824,7196,5032,2283,2749,12263,7541,4722,18174,10046,8128,6843,973,5870,11177,5721,5456,2162426,104854,59560,45294,84752,52102,32650,33806,27259,6547,8162,916,7246,6149,2872,3277,15100,9096,6004,21535,11959,9576,7474,1003,6471,12628,6455,6173,2181416,1119996,1061420,117094,66392,50702,95838,58511,37327,35275,28482,6793,8564,1027,7537,7170,3449,3721,17012,10080,6932,27817,15473,12344,7832,1059,6773,13424,6822,6602,2188649,1124678,1063971,127057,71691,55366,104018,63093,40925,34757,28133,6624,9089,1140,7949,7662,3775,3887,17827,10510,7317,34683,19535,15148,8234,1055,7179,14805,7543,7262,2176636,1117575,1059061,123430,67705,55725,99166,58706,40460,31406,25416,5990,9032,1166,7866,6816,3405,3411,19604,11268,8336,32308,17451,14857,8946,1196,7750,15318,7803,7515,2175960,1116818,1059142,124492,67153,57339,98612,57610,41002,28266,22847,5419,9129,1252,7877,7310,3705,3605,21702,12512,9190,32205,17294,14911,9801,1362,8439,16079,8181,7898,2193214,1128115,1065099,136006,74133,61873,108619,64105,44514,30108,24540,5568,9082,1370,7712,9001,4645,4356,25314,14521,10793,35114,19029,16085,10718,1522,9196,16669,8506,8163
"전라북도",1834114,44184,21790,22394,29930,16421,13509,11168,9181,1987,5727,382,5345,2737,1372,1365,1993,1070,923,8305,4416,3889,4510,254,4256,3576,53,3523,934,201,733,9744,5115,4629,89,49,40,9291,4871,4420,364,195,169,11292,1833168,45836,22557,23279,31549,17261,14288,11045,9160,1885,5768,388,5380,3342,1677,1665,1986,1104,882,9408,4932,4476,4800,291,4509,9487,5005,4482,1826174,49840,24301,25539,33764,18246,15518,10419,8650,1769,5817,433,5384,5095,2745,2350,2135,1165,970,10298,5253,5045,5083,302,4781,10993,5753,5240,1818157,907683,910474,55940,27479,28461,39131,21151,17980,10863,9076,1787,5938,472,5466,7001,3982,3019,2158,1158,1000,13171,6463,6708,5227,320,4907,11582,6008,5574,1807423,902704,904719,62151,30942,31209,43960,24077,19883,11096,9335,1761,6000,521,5479,8234,4853,3381,2177,1136,1041,16453,8232,8221,5595,313,5282,12596,6552,6044,1802766,899058,903708,61316,29731,31585,42366,22607,19759,10475,8865,1610,6059,554,5505,8251,4954,3297,2413,1233,1180,15168,7001,8167,5945,346,5599,13005,6778,6227,1787053,891295,895758,60684,29026,31658,41047,21681,19366,9464,7956,1508,5903,561,5342,8593,5129,3464,2543,1314,1229,14544,6721,7823,6272,370,5902,13365,6975,6390,1774248,885708,888540,65119,31822,33297,44728,24323,20405,10705,8973,1732,5722,596,5126,9502,5518,3984,2680,1389,1291,16119,7847,8272,6777,427,6350,13614,7072,6542
"전라남도",1799044,50864,27233,23631,34611,21107,13504,16824,14838,1986,6773,359,6414,1227,628,599,2209,1286,923,7578,3996,3582,4729,226,4503,3689,47,3642,1040,179,861,11524,5900,5624,96,45,51,10961,5621,5340,467,234,233,12747,1796017,53066,28492,24574,36630,22401,14229,17409,15407,2002,6645,281,6364,1301,672,629,2223,1300,923,9052,4741,4311,5104,273,4831,11332,5818,5514,1792319,55504,29444,26060,37212,22540,14672,16689,14861,1828,6514,304,6210,1512,824,688,2238,1258,980,10259,5293,4966,5392,273,5119,12900,6631,6269,1790352,900154,890198,61607,33283,28324,42520,26005,16515,17737,15988,1749,6489,343,6146,2132,1253,879,2267,1275,992,13895,7146,6749,5551,293,5258,13536,6985,6551,1787543,901813,885730,68719,37751,30968,47778,29743,18035,18839,17071,1768,6684,387,6297,2197,1314,883,2274,1291,983,17784,9680,8104,6038,291,5747,14903,7717,7186,1788807,903281,885526,66936,35794,31142,45236,27549,17687,17792,16322,1470,6755,422,6333,2209,1330,879,2516,1374,1142,15964,8101,7863,6393,332,6061,15307,7913,7394,1778124,897120,881004,66871,35311,31560,44159,26720,17439,17007,15512,1495,6685,460,6225,2795,1695,1100,2671,1492,1179,15001,7561,7440,6769,372,6397,15943,8219,7724,1771431,896174,875257,73183,40392,32791,49558,31564,17994,20094,18562,1532,6457,516,5941,3457,2115,1342,2878,1612,1266,16672,8759,7913,7302,437,6865,16323,8391,7932
"경상북도",2680294,74919,43323,31596,57565,36841,20724,29045,24556,4489,7407,651,6756,4393,2324,2069,4224,2502,1722,12496,6808,5688,5579,424,5155,4160,113,4047,1419,311,1108,11775,6058,5717,97,48,49,11243,5758,5485,435,252,183,14268,2682169,78339,45097,33242,60706,38701,22005,28267,24239,4028,7473,670,6803,5470,2842,2628,4959,2986,1973,14537,7964,6573,6167,493,5674,11466,5903,5563,2677058,83898,47540,36358,63978,40166,23812,26283,22798,3485,7507,746,6761,7398,3906,3492,5603,3273,2330,17187,9443,7744,6483,471,6012,13437,6903,6534,2672902,1352869,1320033,94873,53669,41204,74071,45955,28116,26675,23218,3457,7810,836,6974,9983,5487,4496,5922,3469,2453,23681,12945,10736,6634,482,6152,14168,7232,6936,2668154,1352404,1315750,104596,58902,45694,81840,50448,31392,26483,23040,3443,8007,882,7125,11117,6269,4848,6085,3552,2533,30148,16705,13443,7118,498,6620,15638,7956,7682,2644757,1338823,1305934,98566,53528,45038,74547,44685,29862,23431,20447,2984,7987,940,7047,9626,5550,4076,6194,3454,2740,27309,14294,13015,7769,538,7231,16250,8305,7945,2635314,1332376,1302938,98197,52290,45907,72798,42978,29820,21253,18516,2737,7924,998,6926,10268,5852,4416,6964,3875,3089,26389,13737,12652,8377,603,7774,17022,8709,8313,2620373,1327631,1292742,104564,56390,48174,78148,46817,31331,22962,20255,2707,7757,1053,6704,11275,6480,4795,7869,4310,3559,28285,14719,13566,8996,688,8308,17420,8885,8535
"경상남도",3334524,112387,72319,40068,90361,64330,26031,52900,47085,5815,9249,1062,8187,1671,893,778,7040,4322,2718,19501,10968,8533,7550,592,6958,5883,206,5677,1667,386,1281,14476,7397,7079,170,89,81,13731,7015,6716,575,293,282,18238,3339633,114594,72868,41726,92185,64895,27290,50113,44621,5492,9554,1177,8377,1770,886,884,8125,5011,3114,22623,13200,9423,8375,665,7710,14034,7308,6726,3345293,116379,71644,44735,91072,62550,28522,44877,39778,5099,9738,1288,8450,2559,1414,1145,9157,5490,3667,24741,14580,10161,8987,697,8290,16320,8397,7923,3350350,1703904,1646446,123947,75537,48410,97494,65918,31576,43665,38612,5053,9927,1411,8516,3091,1735,1356,9305,5500,3805,31506,18660,12846,9179,707,8472,17274,8912,8362,3347209,1703892,1643317,134675,81804,52871,105908,71212,34696,43162,38187,4975,10305,1555,8750,3640,2032,1608,9413,5584,3829,39388,23854,15534,9691,721,8970,19076,9871,9205,3333056,1692212,1640844,126445,74091,52354,96669,63112,33557,37628,33405,4223,10661,1709,8952,3407,1999,1408,9889,5719,4170,35084,20280,14804,10117,780,9337,19659,10199,9460,3305931,1676753,1629178,123074,70429,52645,91836,58930,32906,33341,29562,3779,10525,1813,8712,3950,2196,1754,10349,5903,4446,33671,19456,14215,10721,851,9870,20517,10648,9869,3280829,1664969,1615860,128701,74204,54497,96303,62413,33890,35825,31809,4016,10195,1869,8326,4414,2513,1901,11100,6252,4848,34769,19970,14799,11454,937,10517,20944,10854,10090
"제주특별자치도",605619,19524,10712,8812,15146,8914,6232,6383,5272,1111,2119,299,1820,1052,496,556,1471,682,789,4121,2165,1956,1327,220,1107,857,53,804,470,167,303,3051,1578,1473,42,20,22,2819,1458,1361,190,100,90,3939,623332,22102,12076,10026,17476,10194,7282,7460,5971,1489,2290,306,1984,1123,519,604,1709,775,934,4894,2623,2271,1532,273,1259,3094,1609,1485,641757,25646,13802,11844,20400,11652,8748,8752,6634,2118,2468,352,2116,1349,623,726,1911,890,1021,5920,3153,2767,1721,309,1412,3525,1841,1684,658282,333019,325263,31032,17222,13810,25287,14884,10403,10040,7486,2554,2617,393,2224,1886,1025,861,2034,933,1101,8710,5047,3663,1888,336,1552,3857,2002,1855,665048,336598,328450,34473,19097,15376,28017,16496,11521,10063,7571,2492,2742,407,2335,2290,1358,932,2087,999,1088,10835,6161,4674,2112,373,1739,4344,2228,2116,670858,338173,332685,33782,17909,15873,26831,15169,11662,9149,6886,2263,2887,460,2427,2059,1221,838,2222,1036,1186,10514,5566,4948,2320,394,1926,4631,2346,2285,673107,338809,334298,32643,17214,15429,25210,14288,10922,8476,6486,1990,2929,490,2439,2037,1191,846,2207,1059,1148,9561,5062,4499,2468,419,2049,4965,2507,2458,676375,340665,335710,33908,18405,15503,26150,15343,10807,9415,7454,1961,2954,532,2422,1816,1048,768,2241,1069,1172,9724,5240,4484,2611,458,2153,5147,2604,2543
